end_date,profit_dedt,n_cashflow_act,total_cur_liab,total_ncl,total_assets,total_revenue,oper_cost,total_cur_assets,ts_code
20220331,21485971.64,15694375.34,480990643.64,591834879.3,3093350584.25,437361489.98,376897941.39,1485149040.61,603687.SH
20211231,23839961.369999997,-21978165.43,371462873.07,611527562.55,2901976838.49,498749993.21000004,428312126.96000004,1713136018.7,603687.SH
20210930,11569684.080000002,2159967.5700000003,398644259.26,648387375.53,2879540910.9,410845836.3299999,368206704.77,1768019630.64,603687.SH
20220930,47074379.69,15489198.280000001,982189138.13,28187746.47,3930323199.72,562713428.8,383928450.73,2161393376.6,600229.SH
20220630,102855515.87,208970228.64000002,1069717478.13,30136347.91,3972277271.0,654406046.3199999,447513456.87000006,2184371564.21,600229.SH
20220331,86669580.53,-136089894.05,946843072.54,30169425.65,3865746300.75,578256690.75,372866611.09,2062703167.56,600229.SH
20211231,49478156.23999998,357777525.62,995976096.93,29595548.12,3957250510.32,695260716.4500003,503057505.59000015,2138950673.56,600229.SH
20210930,33557280.43000001,-7214582.210000008,1152790389.32,33745669.65,4187556865.73,530344149.9399998,347810703.2499999,2358023623.32,600229.SH
20220930,78957656.83999991,-157600788.73999995,825712601.11,91439319.29,5766736268.95,1292772979.4000006,870729864.3,4573208034.71,688099.SH
20220630,304115699.74,395189114.15999997,799507721.11,62661092.06,5471417520.49,1626174681.4399998,1003743729.3299999,4527025427.43,688099.SH
20220331,257423010.6,71866232.05,957739785.76,48520870.08,5235303525.5,1481035343.8,877082195.78,4322720860.93,688099.SH
20211231,284730934.43000007,313689902.47,1086463504.46,62470829.05,5056451236.48,1543811603.7400002,856587770.5800002,4146676677.2,688099.SH
20210930,198339487.63,83432498.03999999,873626120.07,82984552.2,4502376960.87,1231510032.54,731744365.8499999,3711689698.89,688099.SH
20220930,167291564.13,218266154.95,1681129877.65,293846979.21,7759763598.59,817760199.3799999,464181248.04999983,6707648119.94,603556.SH
20220630,121756595.11,359093499.49,1630601973.34,393619827.49,7624286634.09,901386333.0999999,585190425.77,6579894117.19,603556.SH
20220331,123072160.52,-62264328.56,1214332319.43,494528108.12,7331926405.85,667549859.72,435142392.3,5992515619.05,603556.SH
20211231,46186162.519999996,182885169.74,1314179739.26,438284074.34,7208255470.41,907714385.22,615838354.2800002,5898732634.01,603556.SH
20210930,13233120.049999997,149610215.05,1317702907.78,350838817.41,6991088742.45,690485700.6599998,471711385.2499999,5895339857.55,603556.SH
20220930,105024128.19999996,45013646.81999999,226278084.92,10592927.71,3165775518.12,236997016.79999995,62765161.19999999,2482597523.78,688200.SH
20220630,142823365.31,134195304.91999999,236985187.12,10605639.06,3056138338.73,281626992.32000005,63498623.620000005,2396634004.47,688200.SH
20220331,121510407.52,90024044.9,325563472.66,8963938.56,2956353940.9,259495300.17,51814938.97,2305271396.31,688200.SH
20211231,115025958.14999998,95895651.14999998,285243056.13,8293075.95,2914631551.32,241058469.73000002,48574483.36,2354638982.41,688200.SH
20210930,175852415.3,130682806.23000002,257546072.31,174437.26,2698090135.38,312795716.8,62633037.36,2211694724.79,688200.SH
20220930,149371496.80999994,282774125.35,1622619971.28,756100993.68,9062757477.81,1257202532.94,722395410.6100001,4031063448.44,002643.SZ
20220630,251159371.25,371411946.69000006,1809959358.79,641351181.13,8844182335.89,1215757428.4599998,736374902.3,4171089837.83,002643.SZ
20220331,229839589.99,233760691.54,2030823025.31,432586375.56,8754154598.89,1370890436.49,876976435.26,4245930176.82,002643.SZ
20211231,119220722.43,54531362.18000007,1417816996.09,428810740.4,7875710805.32,1133289885.83,724269900.5400002,3518426713.02,002643.SZ
20210930,178141398.05,279113979.93999994,1039278464.54,420697851.08,7335891469.88,1415303686.62,951272950.3999999,3317823748.44,002643.SZ
20220930,5639467719.290001,4671452655.85,13596451317.02,2479191166.88,62965638055.71,10350381810.5,1315370288.0099998,19922211415.79,002466.SZ
20220630,6447111518.86,3227299540.29,14255329985.7,9920539960.3,53080531787.01,9038412531.599998,1476149824.2200003,13940077727.94,002466.SZ
20220331,2833670495.96,3836609528.29,11923948370.07,12301625493.33,46726529153.73,5257158413.95,773630199.33,7229592406.12,002466.SZ
20211231,1455693267.22,714428552.3700001,13760228502.0,12253413660.34,44165325659.12,3790602361.5299997,1104973645.12,6470437993.99,002466.SZ
20210930,-141258301.03,624186913.28,7020100806.91,18826409388.54,42655472733.4,1521679543.7000003,660963526.96,3610092236.61,002466.SZ
20220930,101006600.0,93210969.33999999,226010978.04,9571872.88,1807292063.04,380685352.01,234767508.75,1137151220.72,605369.SH
20220630,112596200.0,61811712.900000006,321543065.27,9899240.55,1789830543.49,451218042.23999995,268973439.97,1134529313.84,605369.SH
20220331,92635400.0,52384648.8,312699283.51,10279110.73,1812783111.75,347749231.3,191089353.64,1185483119.02,605369.SH
20211231,58371100.0,174338173.48,291223799.5,10653382.41,1689911205.08,347517625.32000005,218984489.40999997,1131631464.67,605369.SH
20210930,74129400.0,-3496578.3600000143,174241651.5,4875399.81,1501589806.43,270696403.0,146069905.39,1018052976.42,605369.SH
20220930,19804309.449999988,-274300672.05,1466147698.35,332397825.25,3916942557.99,678614869.29,570117388.3700001,2817671766.83,603856.SH
20220630,80529356.96000001,49520654.86,1436898403.82,245138107.81,3779345979.73,893700474.7,704776280.77,2682906326.36,603856.SH
20220331,42368498.97,-2499504.84,1269397409.79,95562673.83,3415243350.11,508920303.96,407557020.77,2345121953.16,603856.SH
20211231,-16284801.829999998,42421469.120000005,1361023563.14,103216663.57,3468257470.12,570030961.1599998,502802387.03999996,2398796434.73,603856.SH
20210930,21925310.629999995,-183241311.26,998085873.56,73964607.27,3081421988.47,515363173.54999995,423929839.7299999,2118439891.14,603856.SH
20220930,239015647.06,16217119.679999992,2527540639.96,263839401.28,9555149506.3,4945122876.320001,4607817367.300001,6934430018.32,301090.SZ
20220630,207372239.89000002,843096824.13,3092135001.95,275757073.65,9959481631.13,4556965534.379999,4232503494.7299995,7277701971.62,301090.SZ
20220331,173697979.52,-710889231.74,1964856740.84,311801597.72,8785854054.97,3506085983.73,3188869326.59,6121466241.09,301090.SZ
20211231,99822047.22000003,1030256040.8399999,2525874116.57,282057594.11,8985037640.5,3352321353.289999,3132861687.2700005,6286334240.87,301090.SZ
20210930,68291140.94,-213711486.55999997,1628449850.39,318396910.75,5759911458.75,3329493282.05,3409711960.9800005,3161894391.44,301090.SZ
20220930,226990736.89000005,123579782.91999996,5080851370.32,489469405.75,18778712079.99,1688651470.8200002,1016961642.8700001,13163896875.67,002152.SZ
20220630,158106481.33999997,36167150.31000006,4846412669.69,176196313.66,18058878967.65,1691018698.8200002,979967243.21,12717374301.38,002152.SZ
20220331,211159164.87,-755517257.86,4493026165.62,108438379.67,16795978429.09,1402798784.83,838315063.7,11716598783.65,002152.SZ
20211231,176486535.92999995,1856190739.7099998,4923018641.3,107356719.09,17033372329.33,2506622199.9799995,1559513352.6399999,11821688582.1,002152.SZ
20210930,210812829.18,152744437.82000002,3838878475.02,92266384.84,15665346579.33,1541350461.4900002,932586201.3600001,10917911251.87,002152.SZ
20220930,63509904.69,115977672.39999999,135449589.69,337994790.65,1981530026.6,233070519.45000005,155407989.89999998,799938210.68,300970.SZ
20220630,-31017455.07,-37805089.31999999,121645462.81,327160946.86,1890393960.18,123932242.34999996,145784705.98000002,801244607.15,300970.SZ
20220331,22618242.41,53725956.55,186036350.67,295772474.33,1950254096.69,170717067.49,143765250.74,926052646.27,300970.SZ
20211231,18482707.9,80816239.05,171881513.79,267041876.53,1876521079.39,196746707.82,162875895.53000003,919810557.9,300970.SZ
20210930,-7228232.08,-1097705.6400000001,157713352.37,250929012.38,1821346947.47,139783840.33999997,139112537.21999997,891004639.06,300970.SZ
20220930,216404499.14999998,1082671850.9299998,6915121587.46,244782689.99,13634937405.55,4123548783.1499996,2654040049.96,10603791074.11,002396.SZ
20220630,189071089.24,-18959394.809999943,6836575515.43,240636487.17,13177667848.24,3745080950.59,2487351771.08,10248312031.13,002396.SZ
20220331,97186563.82,-1134789422.79,5627360488.69,162210248.83,11643141356.56,2950478580.66,1941327646.36,8844675431.5,002396.SZ
20211231,63685297.74000001,613039616.11,5283216095.51,187466131.5,11122958343.17,4357489807.789999,2784427875.5700006,8502412204.31,002396.SZ
20210930,219418475.16,763816865.3000001,5159160130.61,185385657.67,10892692869.75,3904385916.300001,2601661148.5,8559568866.91,002396.SZ
20220930,38517219.5,44483182.81000002,563972583.2,45961405.5,3003472092.39,322179501.72,50217633.219999984,1664529071.52,688513.SH
20220630,63214654.940000005,59634474.41,520957524.3,48756883.05,2903208842.51,306456071.58000004,44623577.0,1617194232.54,688513.SH
20220331,41879428.99,37228404.83,464865439.18,51095616.26,2861798804.03,268954445.02,45696417.67,1689143939.19,688513.SH
20211231,21593443.03,3233393.319999993,432458963.97,51142791.85,2775266484.41,249499406.82000005,44206877.02999999,1779069511.79,688513.SH
20210930,31691075.230000004,80987251.44999999,441311202.86,52570827.63,2740283925.73,274735003.11999995,39372024.13,1851731381.43,688513.SH
20220930,183262945.91000003,26047842.61,2928044445.13,505237686.63,5151008622.67,855000791.7300003,499745782.5899999,3907715340.23,688556.SH
20220630,136273829.14,68275081.57000001,2512987289.68,187055619.27,4077570693.26,779226756.04,472233993.87000006,2930846868.54,688556.SH
20220331,96522643.17,-144306063.52,2122704558.22,131985016.52,3508805081.42,556106995.24,346673097.09,2490651223.21,688556.SH
20211231,77799255.97,71746153.88999999,1989101391.07,91715030.89,3234930803.06,593885595.23,387806310.80999994,2424423654.01,688556.SH
20210930,35052186.50000001,-42015524.7,1587094842.1,88330369.02,2763608600.09,377011461.77,256514663.98000002,2044604684.5,688556.SH
20220930,86389799.41,250743715.52999997,629848249.86,325366905.07,3396599244.86,687081565.1600001,457162036.0899999,2257708809.4,603277.SH
20220630,129775607.58000001,176187961.21,498400423.78,416636033.67,3352626312.13,765373003.17,492835296.15,2288461929.72,603277.SH
20220331,118953458.94,-87678535.59,630136860.17,385043114.57,3433649308.81,666070540.83,388224309.86,2117855553.54,603277.SH
20211231,58703037.850000024,-11622194.189999998,750265249.12,317147540.67,3352594799.31,741162096.1600001,499838939.3000001,2044944253.23,603277.SH
20210930,115678450.55999997,47989593.39999999,803937456.08,137763212.8,3328917418.85,642942676.69,382696251.7299999,2037391949.84,603277.SH
20220930,29267132.220000006,-51049845.379999995,3064705098.24,448297627.39,6259346321.98,1099383780.18,925319650.8699999,5436611903.52,603098.SH
20220630,24100444.96,-200996968.89000002,2849501797.87,242078587.22,5814582528.92,1024583766.1399999,865570912.71,4986964376.38,603098.SH
20220331,40510333.0,3554741.08,2268277077.11,217541664.76,5202448508.67,612073583.47,492425516.27,4410377151.44,603098.SH
20211231,-55630589.43000001,266016852.02,2343639034.41,201590173.82,5222651648.73,1050075870.2299998,879701111.8200002,4428791240.77,603098.SH
20210930,28515268.760000005,68532667.52999997,2242861568.65,58204209.26,5036003515.12,721013635.3299999,604224382.0699999,4295976433.21,603098.SH
20220930,44179952.79000001,-190377582.56,3023854344.98,340418302.4,8566720280.32,1026351884.1500001,735074642.5799999,6938842843.91,688326.SH
20220630,99500602.53,2040412.1199999899,2815248665.38,311328354.56,8265256058.2,961622536.5500001,641350899.08,6807912482.54,688326.SH
20220331,-64771165.98,-130109091.07,2772814057.41,309004275.43,4581409981.75,708803467.37,540138853.11,3375105941.27,688326.SH
20211231,81680373.31,337319280.21999997,2683659137.77,301850745.65,4504721986.84,1170611576.62,797010940.6500001,3366951774.63,688326.SH
20210930,8118726.690000001,39501963.269999996,2602365686.58,257410335.28,4268831347.14,713967339.94,506642659.74,3215172992.73,688326.SH
20220930,22688443.57,8412386.219999999,105814197.75,26254275.6,660896812.38,93734916.18,48506880.04000001,412473756.4,300722.SZ
20220630,20890673.82,22349680.740000002,93023390.72,26448356.49,624517808.77,89233456.49,45119852.370000005,373705566.77,300722.SZ
20220331,10878140.64,-16820700.53,68427865.37,25642437.38,608040814.5,72832468.42,41639844.17,356673183.04,300722.SZ
20211231,14847446.579999998,78564242.29,95351875.21,25836518.27,623152004.22,95090362.63,52070760.72,372762359.59,300722.SZ
20210930,24099113.21,-1717577.6400000006,68444801.72,26030599.16,579427292.38,80301925.07,36572443.42,329347793.07,300722.SZ
20220930,2799375000.0,6668245000.0,44590815000.0,53901548000.0,297002911000.0,13171314000.0,8001944000.0,132945556000.0,688981.SH
20220630,2572991000.0,14077708000.0,41474199000.0,46643898000.0,271329009000.0,12738235000.0,7718723000.0,120373469000.0,688981.SH
20220331,2598443000.0,10413790000.0,28995984000.0,41819183000.0,238105885000.0,11854010000.0,6973532000.0,101242329000.0,688981.SH
20211231,1593723000.0,6706081000.0,27063056000.0,40894919000.0,229932806000.0,10259637000.0,6907681000.0,96898234000.0,688981.SH
20210930,1392596000.0,3876394000.0,23361250000.0,40299703000.0,215065069000.0,9280610000.0,6481607000.0,92642107000.0,688981.SH
20220930,52471506.61999999,67773639.77999997,829492916.39,27819096.76,2329201453.93,547873509.27,386899305.09000003,2070941265.58,003040.SZ
20220630,28547931.120000005,-112775063.05000001,768951440.18,28505194.09,2215155733.46,427758840.9499999,311128562.21999997,1962590683.15,003040.SZ
20220331,39263069.83,-279343920.02,592510421.42,30067945.53,2037667325.97,262883064.85,146368460.93,1785727423.22,003040.SZ
20211231,39385207.97,284292578.44,626582000.58,32367837.15,2033449329.5,460342489.91999996,340198832.54999995,1779509981.37,003040.SZ
20210930,-25528.960000000894,109754933.18,636577873.38,28872516.14,2007909487.1,358336589.96999997,291907587.79,1772069050.98,003040.SZ
20220930,157034811.85000002,159928548.32999998,591442169.36,68669571.61,6886794252.09,422411742.53,220092303.5,6284255955.0,688032.SH
20220630,107429261.47999999,137342111.64000002,401066760.48,50833236.02,6519253669.56,284770360.14,158412446.74,6311869210.84,688032.SH
20220331,85056423.91,29314957.73,355595553.15,45273987.02,6473396032.17,228950861.61,118599017.73,6283663871.66,688032.SH
20211231,77845409.95,69547601.00999999,372521699.03,65164134.13,6422963999.88,288273678.07,166070952.28000003,6237481810.45,688032.SH
20210930,41358090.04000001,34974829.43000001,289448525.06,63149517.77,851354007.33,188921468.85999995,110889029.82999998,670732953.07,688032.SH
20220930,2606118069.34,2611015047.3,19864902538.46,18491934097.81,70522977855.77,13466019469.859997,8088649141.870001,17337328376.93,000983.SZ
20220630,3233867534.96,3059387472.9399996,21890746760.04,18446120078.42,72954299120.29,14434863654.390001,8161151289.41,19387320423.09,000983.SZ
20220331,2439002583.66,2809519230.96,26327634131.23,18419182135.27,73644909532.07,13277791975.06,7994125427.42,19474703531.92,000983.SZ
20211231,914349685.2600002,4065658813.96,28066543255.88,16441346848.68,70497875041.1,15592888629.0,11068755846.150002,15544150509.4,000983.SZ
20210930,1213743637.53,3096914033.6000004,25960448846.63,18812104732.16,70215434208.4,10465513719.52,7121422248.389999,16336303057.98,000983.SZ
20220930,29065448.990000002,29838014.130000003,84846711.63,535766.3,1564060845.99,58023416.20999999,20674600.53,1376171576.94,688338.SH
20220630,27543516.959999997,30016864.76,92778207.31,673242.04,1541351954.09,56847182.769999996,21533468.449999996,1383608815.2,688338.SH
20220331,18170237.44,3134398.13,54596126.12,677125.76,1494380159.07,49375230.28,19485445.67,1379035264.41,688338.SH
20211231,30330195.550000004,49372760.03000001,60469759.45,2412311.71,1483743725.61,75762537.78,32616831.660000004,1388458729.56,688338.SH
20210930,21889090.449999996,21220982.419999994,46820071.63,3674480.3,1441027266.93,53462283.47,19781620.739999995,1363641252.95,688338.SH
20220930,162220540.93,624598785.4,3028112900.81,181662805.63,6391442791.35,992039290.8499999,721476625.02,3725035612.34,603639.SH
20220630,181392846.16,-301714836.27,2743857658.29,182387987.62,5999936670.54,1610720470.84,1198909816.1399999,3386804870.74,603639.SH
20220331,138717661.79,-19665221.37,2032554632.51,147135561.75,5374204833.11,1199790300.43,846925295.46,2966076124.54,603639.SH
20211231,126427216.93,289058678.01,1981992064.16,118054486.16,5140249797.15,1115629779.83,796726489.8599999,2887036129.95,603639.SH
20210930,80234629.65,67026344.120000005,1575100001.29,126959405.38,4591838205.21,623936735.78,418334121.19000006,2637228655.1,603639.SH
20220930,101881503.34,-26145980.090000033,2011362049.78,30979525.62,5557377150.28,882875642.7000003,744843903.03,4391468212.59,605377.SH
20220630,111323560.00999999,395125556.68,1864440774.26,24324128.2,5314302293.1,850401576.3,681783370.39,4191601950.61,605377.SH
20220331,103398361.84,7443650.0,1314472574.5,20462129.24,4816505524.0,756181671.03,594173374.6,3696908285.3,605377.SH
20211231,123147812.88,371755981.96000004,1444418401.73,20327411.89,4020589168.77,936534047.9599998,798001124.2700002,2889410146.94,605377.SH
20210930,94437255.57,80994843.58,1267543607.7,1211597.45,3694894625.95,673969068.45,515188323.90999997,2728139020.63,605377.SH
20220930,157069097.47,200969177.83999997,2744987309.46,899697914.18,7484616392.66,1326633392.21,1000514808.0899999,3413672420.09,300596.SZ
20220630,142718965.99,95830176.69,2813374443.16,898752606.48,7376280214.31,1257049888.77,930926993.98,3430605369.92,300596.SZ
20220331,125466715.11,37360730.31,2387083711.02,786325464.13,5924630711.53,1010659817.18,734663149.2,2691153454.89,300596.SZ
20211231,111765487.28000003,163893768.92000002,2163736758.99,787873574.3,5577662386.18,919223104.9700003,656866767.8500001,2451814263.52,300596.SZ
20210930,105587981.71999997,116878993.37,1860857640.05,727025996.92,5091511322.89,908688500.71,679315609.4100001,2231012968.82,300596.SZ
20220930,20604395.770000003,-142032616.26999998,2276638290.35,120128029.88,3580432025.32,419236173.1099999,315598988.24,2982947931.58,688529.SH
20220630,26640928.139999997,188526165.05,2238045591.5,104945161.88,3497098608.47,399542895.53999996,298852692.37,2890897439.19,688529.SH
20220331,27520806.26,-77988360.34,1692046593.82,166567459.3,2988856427.42,389836062.22,282923683.4,2384144335.87,688529.SH
20211231,8620845.980000004,90143339.72999999,1744550267.18,144667943.97,2989083301.65,366875092.9,281897969.4000001,2382530740.5,688529.SH
20210930,19763215.019999996,-197469839.78,1645070598.72,113043192.74,2828340243.45,274785544.46000004,187514432.16999996,2251517366.33,688529.SH
20220930,18534712.089999996,3858093.0,200305482.51,13138453.36,957419943.25,183870765.47000003,133961471.97999999,583246745.15,688616.SH
20220630,18753784.62,11868075.150000002,173985612.42,13488997.13,911373362.72,134971737.84,99284736.93,565682555.17,688616.SH
20220331,3948625.3,7001808.79,133399852.81,13633898.93,884477907.46,69737457.85,51779597.79,558047401.58,688616.SH
20211231,21270219.740000002,55747474.86,190114671.01,13956148.28,936122392.32,142077501.91999996,98210158.35,620367154.77,688616.SH
20210930,8945851.799999997,20999498.17,146700766.02,15275183.5,866735610.49,84346514.48000002,60939114.09,619750481.16,688616.SH
20220930,2756585765.0,2664626966.0,9433035384.0,2003884231.0,41656568645.0,7940254590.0,2808330239.0,23446640668.0,300760.SZ
20220630,3174908759.0,3207137232.0,9776111293.0,1650877124.0,38636377111.0,8412467085.0,3085034103.0,19856806437.0,300760.SZ
20220331,2072184897.0,869750366.0,8812090484.0,1474646833.0,38336461111.0,6943108994.0,2422990195.0,21676840823.0,300760.SZ
20211231,1306222581.0,2901665192.0,8629073313.0,2505903686.0,38103022990.0,5878068543.0,2172906535.0,21334849874.0,300760.SZ
20210930,2234808098.0,2573928190.0,7889226295.0,1918525852.0,35623730357.0,6613164642.0,2270407082.0,19004527006.0,300760.SZ
20220930,398575640.59999996,403453276.14,5374242095.38,515554873.87,11410166681.61,5746053814.880001,5211752769.179999,8265443362.55,301216.SZ
20220630,161614074.31,-164772243.76,5280128439.03,561296850.91,11020247266.23,4503160024.859999,4242501229.0899997,7985045969.31,301216.SZ
20220331,278373082.02,92099913.63,4928950637.28,1100838313.16,11023966174.39,4523185642.85,4084831300.94,8020833364.42,301216.SZ
20211231,192070018.17000002,-322423838.69000006,4021327329.37,1166784463.78,6981242957.68,5165633220.5,4788904090.650002,4002912348.51,301216.SZ
20210630,181400261.3,-254642606.63,2897588851.01,1041905036.3,5476035289.79,4421136442.09,4085517004.89,2867381616.6,301216.SZ
20220930,3898858853.0,6372678036.0,64485906628.0,102683439321.0,286770456652.0,71733616578.0,62579998898.0,82766338013.0,601899.SH
20220630,5981304306.0,8147906997.0,68039396877.0,92470586557.0,271566824733.0,67686782585.0,56207065077.0,80065471434.0,601899.SH
20220331,6042914344.0,7427862528.0,56077846726.0,76020756633.0,233574764907.0,64770745546.0,53553499831.0,61806556384.0,601899.SH
20211231,4191215729.0,8257693343.0,50302460681.0,65395046898.0,208594678123.0,56126950648.0,46353012135.0,47064293441.0,601899.SH
20210930,4376718184.0,5789488905.0,49876883553.0,61865319133.0,203976836970.0,59112176250.0,50040818062.0,48102756310.0,601899.SH
20220930,54956225.83999999,106407799.06,729455192.24,1638027130.12,4781599755.75,132316207.25999999,77663513.85999998,3080129723.76,002887.SZ
20220630,68896217.56,-14119944.36,699232239.69,1636319786.35,4694457882.03,236336335.29000002,138397026.84,3008633509.76,002887.SZ
20220331,28284289.64,-2803078.55,591918604.88,1712261281.99,4592897776.08,88408414.71,51646568.99,2876940066.04,002887.SZ
20211231,32757651.440000013,21103777.53999999,683025638.48,1463985698.21,4406745416.69,130567515.37,83407764.97000003,2759721862.82,002887.SZ
20210930,20149036.439999998,99740940.0,719784603.18,1478125866.78,4444713992.67,88442368.85000002,54150762.19,2799770948.87,002887.SZ
20220930,78505975.55,123948924.22999999,193187226.34,76662132.09,1771030391.59,403699656.59000003,78454011.00999999,892736408.66,300573.SZ
20220630,53558507.08999999,31217374.769999996,147896624.76,78919845.1,1693476662.93,298613531.46,61362525.35000001,807097987.27,300573.SZ
20220331,75262091.9,103314893.79,185149955.11,74806461.35,1683347867.31,301958988.82,59767042.83,947414918.66,300573.SZ
20211231,29682164.24000001,119772360.69999999,266828908.89,75522436.81,1686844280.72,257567883.14,59086855.02000001,984421739.92,300573.SZ
20210930,73039217.29,107623008.78,251454290.0,60423149.66,1178724912.65,307982446.59000003,60549801.69,480924062.09,300573.SZ
20220930,629214050.4299998,1036018515.72,10115800588.95,1964678445.49,30662572819.67,9660543088.09,6763454093.85,17320716554.84,000963.SZ
20220630,573315175.0100001,544838038.5899999,9051258609.95,1955844499.79,28760972695.55,9265384739.259998,6328475150.679999,16602234997.32,000963.SZ
20220331,698524004.62,-260603628.32,9630161782.12,1136395057.89,28436893634.69,8932579251.75,5914898927.47,16751927974.18,000963.SZ
20211231,426926287.97000027,1063841041.2299998,9265596283.78,789488077.23,26996403366.69,8635823870.399998,6137106136.860001,15486615593.44,000963.SZ
20210930,568039187.1899998,367404454.61000013,10006657345.66,805040373.92,27687711922.81,8748039460.66,6230844695.529999,16845291369.36,000963.SZ
20220930,56980346.67,9468540.25999999,1660300424.3,1787187.5,2900363741.57,508335309.5999999,363749974.78999996,2452548706.62,002006.SZ
20220630,60320661.03,97746646.82000001,1657508298.16,1858675.0,2834341356.86,428543042.8,289575598.33000004,2383129546.88,002006.SZ
20220331,21326281.95,85967179.92,1599139330.72,3609870.58,2702737169.0,370923336.44,280872845.74,2243462516.83,002006.SZ
20211231,-40820942.489999995,65723977.3,1433753410.49,3681358.08,2511834460.9,525791666.05999994,408227074.71000016,2046717011.62,002006.SZ
20210930,15998970.54,131073720.62,1396022262.52,9692444.37,2462677925.68,360491547.0400001,276519363.67999995,1990059973.72,002006.SZ
20220930,33719709.78000001,-111103865.06,412033457.03,251215211.22,2351635089.19,1147680225.87,1035803281.9000001,976465137.03,603353.SH
20220630,33215434.179999996,70192953.19,299155090.2,219388215.5,2180423473.35,1283291309.2700002,1173137586.0399997,968329482.86,603353.SH
20220331,19400673.05,-62545232.11,310037640.08,326832753.94,2327135792.95,1193485155.32,1107450965.16,954885346.24,603353.SH
20211231,6459515.090000004,103318383.39999999,404744709.2,288140370.95,2362617642.82,1186963346.23,1103750367.02,1024190102.97,603353.SH
20210930,22144455.949999996,71166191.94,345489295.44,144552615.09,2151361211.14,1221498603.78,1132503823.17,1011754920.18,603353.SH
20220930,89461967.39,108139883.32,661910798.19,1132605794.85,3692470386.29,1091222112.5300002,845128410.6600001,1556448022.2,002982.SZ
20220630,-10674686.49,-74667674.81,712746803.42,1052983566.62,3567804266.39,843944082.2499999,734487584.7900001,1559456381.19,002982.SZ
20220331,7221764.4,-10252763.07,809257244.76,556444135.22,3055157505.99,783583686.08,633096046.87,1162667967.08,002982.SZ
20211231,30764168.97,208014397.33,777630550.3,411487835.78,2868336694.9,819873645.9300003,680078833.75,1035736035.55,002982.SZ
20210930,-7017161.170000002,-12252122.290000007,644937163.64,391178986.97,2675856384.27,791092711.24,644189935.9799998,954115928.09,002982.SZ
20220930,47550616.22,362593765.24,3142339692.81,397612757.63,5592691710.2,3365744349.880001,3221602852.95,3835275212.66,002300.SZ
20220630,58701729.11,-414184398.4000001,3214204485.96,429487403.49,5597481906.59,3725448248.87,3561387720.0,3892121802.73,002300.SZ
20220331,23399480.37,-620496919.17,2129035188.61,654689890.73,4769349906.13,2546115377.2,2432115342.63,3159791221.36,002300.SZ
20211231,41841724.480000004,929790933.19,1805799309.44,707334757.82,4377424633.72,3108864025.59,2961078079.46,2776360041.08,002300.SZ
20210930,50416439.89999999,-20382714.639999986,1850125461.21,988596175.21,4645427197.23,3064872801.8600006,2922887166.24,3074375888.24,002300.SZ
20220930,9864825.089999996,326577436.46000004,6331656903.84,2620962082.57,11440100127.07,1477915639.44,916689612.0799997,2534259889.5,600858.SH
20220630,11663991.509999998,322723538.26,7012609058.01,2677643819.43,12169973831.74,1249194132.0299997,731430803.8600001,3171450585.31,600858.SH
20220331,44220936.09,320050873.26,6989737784.68,2813051871.94,12253034918.61,1732125741.65,1094531261.55,3057223414.1,600858.SH
20211231,-52551659.82,319374360.84000003,6671750781.47,2835272917.16,11904058450.72,1241143153.0899992,670480009.5700002,2568871204.18,600858.SH
20210930,-13550123.149999999,-497224809.15999997,6510872765.59,3585689966.74,12597346260.88,1427397729.6400003,915549477.1399999,2753622287.56,600858.SH
20220930,225401612.57999998,290490990.75000006,414184329.54,175121498.09,5064495868.77,526669326.65,107914941.87,3793132299.16,300595.SZ
20220630,101073512.30000001,107595785.85,328702820.94,144040706.42,4662178663.65,313309960.9800001,78893539.41,3487737995.07,300595.SZ
20220331,137680611.82,158750502.59,327038191.7,140729113.04,3184618997.44,371150930.09,83286065.78,2043953798.42,300595.SZ
20211231,102478933.35000002,133945634.58000004,303280549.08,133070652.43,2972426471.1,298916750.9900001,73564995.20999998,1903131680.54,300595.SZ
20210930,174404621.67,219986311.34999996,332863236.72,126042466.48,2848995281.08,425991350.4799999,94348769.48000002,1932484587.1,300595.SZ
20220930,389227659.96000004,418411341.94000006,6003961701.1,8801901404.48,25436957471.28,3408528540.8999996,2601491848.160001,5340980683.03,600428.SH
20220630,-23066861.75,648841831.8399999,5461147702.52,8212720649.06,23702060976.02,3012509104.6400003,2301801258.1399994,4662168679.31,600428.SH
20220331,315506077.15,440568402.74,7044892641.53,7256960043.1,24252489083.94,2801798699.46,2122655700.01,5456847680.19,600428.SH
20211231,-114537164.04000002,660127347.93,5776959492.21,7504347583.42,22934439442.74,2773208097.5,2136853520.1999998,4486397637.97,600428.SH
20210930,258210024.47000003,673892569.3599999,4048934265.76,8545533918.22,22517805045.67,2381200930.3400006,1735274269.6399999,3508391774.77,600428.SH
20220930,60537059.14,45426456.45999999,221775880.46,23695078.51,1334599588.27,288285835.31,176762974.77,1109922602.42,300546.SZ
20220630,-18289547.94,-53463795.0,138881981.01,25800550.96,1185979367.24,62228874.71,29562311.93,980783788.7,300546.SZ
20220331,-22710609.37,-52175944.3,145439650.93,20299870.34,1201351136.29,38195180.24,19268244.67,994306280.47,300546.SZ
